source,index,published,published_date,location,title,text,author,written_by
Modern Rubicon,772,20-Jan-14,20/1/2014 0:00,,ON SCENE BLOG,"1520 - a relationship from the airport of Abila indicates that a classified airplane has left with eight people around to 2:30 PM. The jet instituted second as reported it has been directed towards Rome, Italy. This relationship seems to confirm the voices more begins them that the members of the direction of GAStech have avoided the reporter simply and the government reception. It employs to you of GAStech have begun to remove the construction. Eventually they will make the light on new events.",,
Modern Rubicon,783,20-Jan-14,20/1/2014 0:00,,ON SCENE BLOG,1920 - the police of Abila will hold a news conference that begins soon. We find ourselves on the yard in order to cover it to it for.,,
Modern Rubicon,8,20-Jan-14,20/1/2014 0:00,,ON SCENE BLOG,"1532. An employee of Kronos - of GAStech that leaves the construction of the centers who refused in order to supply a name has said that a brace of unknown people was in the posterior part of the conference room in which the reunion of GAStech this morning has happened. Unknown people that lurking around to the reunion room ""she was not employ you of GAStech"" and ""it has been dressed in the black clothing, watching in the previous ones.""",,
Modern Rubicon,811,20-Jan-14,20/1/2014 0:00,,ON SCENE BLOG,1405 - the government civil employees ally by marriage of Kronos have arrived to the centers of GAStech. Inks have arrived in unmarked the black automobile with the windows and have been are concurred with through the cord of the police.,,
Modern Rubicon,827,20-Jan-14,20/1/2014 0:00,,ON SCENE BLOG,"930 - approximately 1000 that the morning reunion will conclude and CEO Sten Sanjorge, to the Jr. and to the executive group - Ingrid Barranco, Ada Campo-Corrente, Orhan Strum, and Willem Vasco-Pais - they will continue to one sponsored reception government of Kronos. With the public offer it begins them recent for international GAStech, the reporter they will ask that what these means for Abila and people for Kronos particularly in terms of reinvestimento in the creation of job and the infrastructure for people of Kronos. The additional filling will be supplied from the reception of government of Kronos for the direction of GAStech.",,
Modern Rubicon,830,20-Jan-14,20/1/2014 0:00,,ON SCENE BLOG,"1235 - the voices abound potentially in the cares to the pictures lacking GAStech. Some suggest that the recently conferred executive group to has jumped the government reception in order to avoid the pressed one and of left to one disowned position of the resource in order to celebrate their recent unexpected good. However, this voice does not explain the presence of the police neither it explains the search of the fire unit of the centers of GAStech.",,
Modern Rubicon,831,20-Jan-14,20/1/2014 0:00,,ON SCENE BLOG,"1035 - the fire unit of Abila has arrived on the scene approximately 10 minutes ago and has begun to try the construction. Note there is no visible smoke, provoking restlessness of a real threat of the bomb.",,
Modern Rubicon,99,20-Jan-14,20/1/2014 0:00,,ON SCENE BLOG,"1545 - these ""dark clothed"" figures are to the center of that what seems to be a event robbing with the victims who are the direction lacking GAStech. Currently we can only speculate on the people number to be involved. In the confusion from the evacuation of the construction exact of it employs of GAStech is nearly impossible.",,
News Desk,104,10/3/2012,10/3/2012 0:00,"ABILA, Kronos",THREATS WHICH ARE SPENT BY POK,"The letters which are claimed have been received for of the guards of Kronos (POK) its Vincent Kapelou, minister of health and cousin of president Kapelou. Threatening letters seems be the more empty threats of attention-aandacht-zoekende an organization and nothing. M. Kapelou said, the chances are these are nothing, but we will take no chances. Nevertheless he the size of its personal security strength has doubled in reply to the letters. These types threats reinforce only the fact that POK a public threat is president cite Kapelou.",,
News Desk,146,21/2/2009,21/2/2009 0:00,"ABILA, Kronos",GASTECH HOOFDKWARTIER THAT POK ARE BLOCKED,"A collection POK which is devised has caused to bring attention to requirements of environment damage more damage to their picture. The collection outside international headquarters GAStech resulted in multiple arrests for violating. Approximately two hundred people collected themselves for the GAStech construction chanting slogans and the undulating signs which loved visages people that according to reports because of environment pollution have died.  Ten of protestors chained themselves to the doors of the bldg. in a attempt employees prevent GAStech will work. Spokesman Adrien Carman of the police force, we permitted the group one or other breadth with their collection, but when GAStech complained that protestors entrance to their construction blocked, we had demonstrate.  The last thing which we have wanted to happen were for become to be hurt employee GAStech who by the mob only because he tried will work. The civil servants of the government have care for the pattern of more and more aggressive tactic by the guards of Kronos. expressed in reply to raised aggression of POK, the extra security will be supplied to insure public security for all future collections. Civil servants of GAStech decreased to comment on this moment indicating on official declaration on the incident will be spent.",,
News Desk,19,13/3/2009,13/3/2009 0:00,"ABILA, Kronos",ARRESTED LEADER POK,"ABILA, Kronos - Elian Karel, the charismatic LEADER of the guards of Kronos, was arrested today on charges of tax evaluation. Michale Kraft, the lawyer of Karel, released a declaration claiming that the charges which are levelled against its customer false were and that he hoped its customer is delivered of police force preservation at the end of the week. Answered the declaration to the spokesman Adrien Carman of the police force by Kraft, explaining, I think M. Kraft the seriousness of the situation of its customer have underestimated. We have had dense its group since some time. followed Only previous month, the group of Karel for violating incident responsible that was entrance to the hoofdkwartier GAStech - Kronos blocked. President and CEO Sten Sanjorge, Jr. of GAStech convicts POK as terrorists.",,
News Desk,190,15/6/2010,15/6/2010 0:00,"ABILA, Kronos",ANNIVERSARY OF PROTESTS,"Previous year the spontaneous protests and babble around Abila in reply to the death of Elian Karel from, guards of the activist Kronos (of POK). The civil servants fear a recurrence of the violent activities of previous year around the city on the pleasing anniversary of the death of Karel on 19 June. Civil servants of the government gave that to a short declaration from people insuring of Abila their security of the largest importance are. Concern your matter usual. The groups such as the guards of Kronos continue working apprehension, which tries living and government change apprehension. Your government to fear-mongering. The short government declaration concluded there with a promise to scratch if to protesters, there are indeed protests. Hagar Awelon, a shop owner in district Siopa van Abila that by the events of previous year is influenced heavily, answered to the government declaration: They [government of Kronos] must do more than they previous year. My windows were break, stolen my goods destroyed or, and my zoon was attacked then he the rise defended. They must do more.",,
News Desk,241,12/4/2007,12/4/2007 0:00,"ABILA, Kronos",THE ACCIDENT OF THE MOVEMENT NEAR ELODIS,"A government research has decided a traffic accident that an international vehicle involves GAStech and the vehicle of a family of Elodis which was in the sterfgevallen of the four family members the result of drivers wrong results on behalf of the driver Elodisian. Said to spokesman Rufus Drymiau of the government that the research found the deadly accident was brought about then the driver of Elodis in obliging movement crossed. Three passengers - Valeria Edris, Celia Edris, and Marcellus Edris - died at the scene. Carmine Edris, 9, were found walking around the accident site. He succumbed to its wounds later at the hospital Abila. The truck driver GAStech received less important wounds and was taken to the hospital for observations. In a show of the collective international vows of largesse GAStech to give money to the remaining family members.",,
News Desk,259,19/1/2014,19/1/2014 0:00,"ABILA, Kronos",MEETING WHO IS PLACED FOR THE MORNING,"ABILA, Kronos - with a meeting who at 8 AM, the recent initial public, and CEO Sten which Sanjorge are placed tomorrow offer, Jr. in town report donors on the hoofdkwartier GAStech will decrease - Kronos in droves with abundance of questions. News Desk Haneson Ngohebo, writer of the scene Blog, will send to live blog the event with the hope of getting Sanjorge, Jr. and are GAStech - Kronos control group to comment on IPO, their recent wind falls, and planning GAStech for Kronos.",,
News Desk,311,3/10/2000,3/10/2000 0:00,"ABILA, Kronos",THE VICTORY OF THE LANDSLIDE FOR PRESIDENT KAPELOU,People of Kronos have overwhelming new president Dorel Kapelou II. the permitted defeat of former president delouses Araullo yesterday preferred then the early profit in strongly for Kapelou II. came. Today a new paddle for people of Kronos sees and clear gone ahead for the country. The results for the 1 election of October are as follows: Dorel Kapelou II preferred with 62% of the poll and delouse Araullo which only 36% of the poll receive. Resounding victory for new preferred President and a clear mandate for the vision of Kapelou for the country.,,
News Desk,402,20/1/2014,20/1/2014 0:00,"ABILA, Kronos",REMOVAL AT HEADQUARTERS GASTECH,"In what described only as an operation of terrorism multiple international employees are possible GAStech to be taken in custody a day slightly interruption of the headquarters of GAStech Kronos. The early reports of government of civil servants indicate Kronos on 14 people such as missing are mentioned. Nobody official credit for removal has taken GAStech against the international gas company that has done nothing but the aid supplies job, infrastructure, and gone ahead for people of Kronos.",,
News Desk,404,17/10/1997,17/10/1997 0:00,"ABILA, Kronos",LESS IMPORTANT POLLUTION OF THE GOVERNMENT OF CITES NEAR ELODIS,"After constant complaints and profession of people of government Elodis the civil servants recognize less important pollution in and around the rural municipality in a report concerning their research of the health questions of the town people. However, the ends of the government report suddenly of upstream accusing international GAStech and are place of bending Tiskele 20 km such as people of Elodis claim. The government report obtains no carrot cause to or the causes are possible on this moment with more necessary research and examine are stipulated. Aiming a finger of debt on this moment hasty and most likely detrimental to the research. to be, as it happens, Although the report what pollution allows it on goes level qualifies explaining, the less important level of pollution is well within international health standards which on by the government of Kronos and GAStech are approved internationally such as those in the contract of bending Tiskele are negotiated. The government of Kronos continues offer well testing for residents concerned of Elodis as well as is of plan examine the carrot causes of the sicknesses in and around the municipality further.",,
News Desk,464,25/9/2005,25/9/2005 0:00,"ELODIS, Kronos",THE TURN OF PROTESTS ELODIS TO BABBLE AND ARRESTS,"The guards of Kronos (POK) continue protest the government Kronos and, water pollution and a lack of a government response against international claiming GAStech pollution. Recently the protests have violent increasing in noise kick mainly conducted at the place changed of bending Tiskele. The most recent event protesters POK involved form a human collar to block van GAStech the entrance of the place of the bending of Tiskele. After the recent noise kick, the government civil servants no choice, but were make protesters up round and them to arrest for violating. The spokesman Rufus Drymiau of the government commented, these type of violent action members of the guards of Kronos are wrong. We cooperate closely - the government and GAStech - ensure that all environment questions. are solved. Different agencies of noise kick in and has been communicated around Elodis including trashing of government bldg., rock which, and link throws burning. The police force has answered rapidly and undeniably. The several clashes with police force have finished in arrests.",,
News Desk,512,20/1/2014,20/1/2014 0:00,"ABILA, Kronos","GASTECH QUESTIONED EMPLOYEE, DELIVERED","Kronos employee Edvard Vann were questioned Kronos police force and the civil servants of the government before are delivered at 17:00 tonight. Clear misfiring descends from the resemblance between its name and that of a guard of member Kronos. Vann, a security guard for GAStech, were furiously, explaining, I have to nothing of any nature with any members of the terrorist group do POK. I know nobody of Elodis. I was born here in Abila and I support my government and my President. Is accused and questioning 6 hours as a terrorist POK is a paragraph one of the worst days of my life. Only because a person has same the name such as a criminal does not turn a criminal into him. Although he was not dedicated communicate with the press Vann was rock-hard its emphasize frankness. With unaccounted about 14 GAStech employees still -, one cannot accuse the police force or the government for leaves unturned of no stone.",,
News Desk,525,By Haneson Ngohebo,20/1/2014 0:00,"ABILA, Kronos",GASTECH CONTROL CONFIRMED MISSING,"Miriam Avila, an administrative employee in international GAStech, have confirmed that the members of the control GAStech in fact missing. The group never would arrive at the reception of the government after the meeting of this morning at headquarters GAStech - Kronos, but were shown. Ms. Avila denied that any employee GAStech has been kidnapped. They denied also that they had skipped  city with their wealth discovered just. As the world on 16 December 2013 reported, internationally recent initially public GAStech which (IPO) offers produced Sten Sanjorge, Jr. eye eye-banging $1.96 billion for its checking share of the international of the gasboring and exploration company. GAStech - the control Kronos was also mildly rewarded. Submitting IPO shows collective $327.25 millions each executive to the group to that of the recently held shares including $96.25 millions for CFO Ingrid Barranco, CIO Ada campo-Corrente, and COO Orhan Strum deserved. The environment consultant of the security Willem Vasco-Pais deserved millions also $38.5. Although M. Sanjorge maintain, Jr. an office in center, take place the capital of Tethys, the most of international transactions GAStech daily on Kronos including production of approximately 5 millions cubic meters of gas. Ms. Avila work in the headquarters of the center of GAStech.",,Haneson Ngohebo
News Desk,571,15/5/2011,15/5/2011 0:00,"ABILA, Kronos",DRUG RELATED ARRESTS ON THE INCREASE,"An alarming new tendency sweeps Abila. The police force indicates related arrests which can be linked with violent activist groups on a dramatic increase of drug. The port of Abila is have known for drugs which come from the Middle East and Africa that to the heroin and the hashish of Europe goes, as it happens. However, the drug related arrests had remained flat during the previous decade to the recent increase. The care concerning the increase of drug related arrests is double: firstly, the violent activist groups such as the guards of Kronos drug sale as a means are able use to finance their activities; and second, with more drugs which appear on the coast, people of Kronos will suffer from raised drug related questions, namely addiction and violence.",,
News Desk,588,3/10/2010,3/10/2010 0:00,"ABILA, Kronos",PRESIDENT KAPELOU II THAT BY THE FORK OF THE REPORT ARE PREFERRED,"President Dorel Kapelou II re-election with the largest fork has ever won Kronesian in an election. People of Kronos have united themselves a clear new day with resounding voice of faith for the President and have announced. President Kapelou II of the democratic party of Kronos caught 98.7% of the poll with Ren Touvi of the organization of matter and the party of the Union distant Second with pure 1.0% of the poll. With all counted votes the democratic party loves 85 seats at the general meeting, now 13 for the organization matter and the party the Union, and 2 the President Kronos for the party industrialists Kronos. Of each angle of Kronos chorus could be heard van Kronos, to tea ever where to be.",,
News Desk,60,25/4/1997,25/4/1997 0:00,"ELODIS, Kronos",POSSIBLE POLLUTION IN ELODIS,"Approximately 25 km at west of Abila are the small rural municipality of Elodis, to the river Tiskele located. Roughly speaking 20 km are upstream the place of bending Tiskele which is put by GAStech international on state country in functioning. The town's water sick pollutes making their people. In a declaration the government of Kronos has denied that the place of bending Tiskele the source of any pollution is insisting that both the gas pipeline and it boring process. clean is the declaration went, further as our people we help them well become sick be. We will do the source of their illness find and what is required to solve the problem. That is the duty of government: to protect its people. For their part, international GAStech entirely with the government since to cooperate it has had since the beginning of their proportion.",,
News Desk,605,17/11/1998,17/11/1998 0:00,"ELODIS, Kronos",WELLNESS FOR ALREADY DECLARATION OF QUESTIONS CONCERNING ELODIS,"The international healthy group Wellness of the water information all (WFA) testing on local water has carried out finding high level of dangerous material in Elodis in woonwaterputten. In a declaration which is released by WFA, the group leads debt to the government of international Kronos and GAStech, natural gas company of Tethys. Beside leading debt WFA require also that two pollutions clean, which includes high levels of benzene, toluene and xylene arsenic, barium, chromium, lead and selenium. By bringing attention to the pollution in and around Elodis, WFA the international community the government of Kronos in action thinks will press. Moreover, to WFA with the guards of the activist group of Kronos has worked to the government to lobby to apply very.",,
News Desk,61,18/12/2013,18/12/2013 0:00,"ABILA, Kronos",THE ATTACK OF TIME OF THE DAY POK,"The attack of the day time on two peace civil servants POK are only another violent, terroristic operation in a long tie of such operations. The two civil servants were left bloodily and were beaten, and were linked in the tree-tame of their vandalized vehicle. The spokesman Adrien Carman of the police force aforesaid of the attack, attacking a police force civil servant and destroying government possession is serious crime. I want it public insure that these people to justice will shortly be caught and will be brought. Furthermore the worsening situation, schendden the two criminals the car of the civil servants by painting the emblem POK nevel. If they two can attack police force civil servants in light day, which is following?",,
News Desk,644,22/6/2010,22/6/2010 0:00,"ABILA, Kronos",THE GOVERNMENT ANSWERS TO ANOTHER ROUND OF PROTESTS,"Protesters which at the guards of Kronos the activist group (of POK) is aimed surrounded government bldg. the chanting and carry pictures of their so-called martyrs. The strengths of the government security of Kronos in consultation between police force Abila oppressed the protest with an impressive show effective. Dressed in black the authorities refused which attract helmets and gasmasks and babbling shields brandishing as protesters to spread after different warnings. The collected group appeared hesitating even afterwards the teargas and spread the authorities which are pressed in the group which protects with their shields and rather their batons swing. Escaped in the presence of overwhelming strength, the most protesters; however, was himself core group a hard their ground which suffers from the impact. Remaining protesters were surrounded by the babbling police forces and after repeated baton blows away many were dragged under arrest. When the smoke under the rejected and vertrappelde banners and the signs were clearred, blood clearly visible on plaza.",,
News Desk,709,23/8/2012,23/8/2012 0:00,"ABILA, Kronos",WHO ARE PROTESTERS,"With the third anniversary of the death of Elian Karel closer coming - former member of the guards of Kronos - the question is: who are protesters? But not only who she, what are and why do they protest? The guards of Kronos or POK were set up in 1997 residents, of rural Elodis on the advice of now closed Wellness all (WFA), an international group of the water security. POK in functioning were put to bring attention to clean water spend surrounding Elodis to the government Kronos and the world. POK claim that place of the natural gas drilling of bending GAStech the international Tiskele the source of both the pollution of drinking water as well as the destruction of the traditional agriculture ground which surrounds Elodis is. In 1998, WFA conducted testing on the water of Elodis from finding high levels of benzene, toluene and xylene arsenic, barium, chromium, lead and selenium. A further declaration which is released by WFA brought international attention to testing and very on the government and GAStech to act. However, with smashing WFA to attribute to the financing of questions, the requirements of POK were mainly ignored and downplayed. Also in 1998, Juliana Vann, rather healthy of ten years - the old little girl died to a dawdling sickness, which wFA-funded the demanded doctors water pollution was caused. The government of Kronos refuted officially the requirement the quoting fragmentation of the organization trust WFA as a proof material of unreliable not source. Anyhow, Juliana the first martyr of POK and has the picture of Juliana on campaign literature sinsdien was used. The second most important martyr of POK is Elian Karel, who in 2009, whereas incarcerated died of indefinite causes. POK claim he trumped omhoog charges were arrested whereas the government of Kronos fights he radical and violent activist was charged with tax evasion. Karel implied with POK since its commencement its father had been seen, Jeroen Karel, an original member was.  The death of Karel van Elian in 2009, was seen by spontaneous agencies of protest round Abila. The anniversary of its dead, 19 June, have extra protests, demonstrations, babble, and violence seen. POK of peaceful protests and demonstrations have evolved which require government action babble to violenter activities including since they claim that the government little has done to nothing in aiming pollution, poisonings, and the deaths which are incurred by their people. As from 2011, the government of Kronos POK as has a public threat labeled.",,
News Desk,721,20/1/2014,20/1/2014 0:00,"ABILA, Kronos",THE AIRPORT ABILA CONFIRMS TWO PRIVATE TODAY LEAVES JETS,"Abila confirmed to the airport fueler Ravi Danisliau that two private radiate today after becomes with fuel provide took off. According to Danisliau, seven or consider passengers of the first plane were company types and seemed for in a haste be. It was not clearly exact where they were conducted. The plane went around 12:30 local time Kronos of start. The second plane carried also seven or eight company types, but seemed more relaxes himself than the first group passengers. Danisliau the second group passengers said seemed celebrate something. The second plane left around 14:30 around two hours after the first plane. Danisliau confirmed that the second destination of the plane Rome, Italy was. Between the two private jets which left the airport Abila fourteen up to sixteen people could be passengers is. This could give easily of the control of GAStech - account to Kronos. When asked yes or no the two planes had to no matter what with GAStech international do Danisliau answered, I do not ask ask. I provide only the planes with fuel.",,
News Desk,757,28/7/2011,28/7/2011 0:00,"ABILA, Kronos",THE LABELS POK PUBLIC THREAT OF THE GOVERNMENT,"The government Kronos has the guards of Kronos (POK) as a threat to the public labeled. In a declaration by government spokesman Rufus Drymiau POK is described as justified public threat opportunistic to attribute to violent demonstrations, vandalism, and conflicts with the police force. A shop owner in the district Siopa, which decreased are called, answered to the government which labels POK a public threat: I will be agreed they a public threat. Each time they round they come and then break they windows bring their signs. We try fight, but there are surplus and they steal our things. My matter suffers because of the guards. Civil servant Emilio Haber, who the patrols the district Siopa, aforesaid of POK, they the windows break. They throw the rocks. They chant for change and painting things on bldg. They prove themselves to stomme can and arrest we them then and put them in prison they.",,
News Desk,801,21/6/2009,21/6/2009 0:00,"ABILA, Kronos",THE SPONTANEOUS PROTESTS BURST ROUND ABILA SEPARATELY,"The protests burst around the Kronos government bldg. separately, the city in, and elsewhere round Abila which babbles eventually in and violence increase. The activists protest death yesterday of Elian Karel, a guard of the activist Kronos (of POK) that in prison after is arrested for tax evasion died. However, the protests with broken windows and vandalized shops have violently twisted. Innumerable shop windows which break in and around Siopa, it shopping area the binnenstad. A general meaning of chaos broke out fires with the chanting of protesters, and escaping citizens. An uniting topic of protesters was chanted slogans including justice for Elian in reference to activist Elian Karel earlier mentioned and reminds Juliana, a young little girl of Elodis who died according to reports in 1998, to the impact of water pollution. Different bldg. became also geschend with the aforesaid slogans. The government Kronos gave a declaration from, this type violence will not forgive to become. Destruction and violence are no manner peace and reach change - these things are in opposition to each other. The guards of Kronos must resume peaceful resources; all other approaches are not justify.",,
News Desk,818,20/1/2014,20/1/2014 0:00,"ABILA, Kronos",ENVELOPE UP OF EVENTS AT GASTECH,"ABILA, Kronos - a long stretched day of contrary is reports and finish confused information. What we for certain know is that 14 employees GAStech not only missing are confirmed, but kidnapped such as those by a source of the government Kronos. On this moment it is unclear who is missing and if they citizens of Kronos van Tethys are, since a lot of employees GAStech Tethan are. There is still speculation concerning which in removal was taken and if President GAStech and CEO Sten Sanjorge Jr. ones the aim was, seen international GAStech has to a declaration to the press still take off. The speculation concerning the aims of the ontvoerders has been attribute ongebreidelde to the recent news of the initial public GAStech which offers only one month suffered. On this moment nobody has required responsibility for removal. Edvard Vann, GAStech - Kronos the security guard which was questioned and after 6 hours was delivered, the indication gave that the guards of Kronos were involved or at least such as are the daders behind the events of today suspected. GAStech international higher security staff employee on place the research has been support that the civil servants of the department of the police force and of the government help Abila Kronos. 20 January the annual collective meeting of GAStech with a reception of the government was to next Kronos. Shortly after the morning meeting who becomes at 10:00 gebeëindigd, the freight carriages of the department of the fire answered Abila to reports of a fire on the office GAStech.",,
News Desk,839,24/11/2011,24/11/2011 0:00,TITLE: ARREST BLOTTER OF THE POLICE FORCE KRONOS,ARREST BLOTTER OF THE POLICE FORCE KRONOS - ABILA,"AWELON, CYNTHE/DOB: 3/20/1981/Time of arrest: 0003 accused u/van: THE UNIT OF THE DRUG BLUMIAU, WILLEM/DOB: 2/15/1995/Time of arrest: 2215 accused u/van: POSSESSION OF CHECKED SUBSTANCE (HASHISH); FOREIGN GUARANTEE BODROGI, KARMIJN/12/1/1993/Time of arrest: 0230 accused u/van: POSSESSION OF CHECKED SUBSTANCE (MDMC); INTENTION TO PROVIDE CHECKED SUBSTANCE (MDMC) COARDA, SEVE/DOB: 5/13/1979/Time of arrest: 1248 accused u/van: PEDESTRN SUCCEEDING USE CROSSWALK; PEDESTRN SUBMITTED TO INDICATOR CUSEMA, BRITA/DOB: 1/7/1992/Time of arrest: 2205 accused u/van: THE SHOP ROBBER STABLE PLEGEN-VIJFDE DEGREE OF THE ROBBER STABLE DUNNA, THAD/DOB: 9/20/1974/Time of arrest: 1500 accused u/van: ROBBER STABLE ALREADY ANDER-DERDE DEGREE GUDENZ, KEL/DOB: 7/2/1995/Time of arrest: 1630 accused u/van: LEAVING BEHIND MAINTAIN CONTROL; DWLU HOLANDE, ANDA/DOB: 3/26/1981/Time of arrest: 0003 accused u/van: INAPPROPRIATE SLIGHTLY OF THE BRAKE KIBALIAU, IYAN/DOB: 4/3/1994/Time of arrest: 1500 accused u/van: ROBBER STABLE ALREADY ANDER-DERDE DEGREE MORDECAI, FRANCISCO/DOB: 3/17/1971/Time of arrest: 2215 accused u/van: PUBLIC INTOXICATIE; POSSESSION OF CHECKED SUBSTANCE (heroin) PEAIRS, MELSHA/DOB: 8/31/1952/Time of arrest: 1330 accused u/van: COUNTERFEITING SALANIAU, FERDINAND/DOB: 2/17/1982/Time of arrest: 0832 accused u/van: ROBBER STABLE ALREADY ANDER-DERDE DEGREE; POSSESSION OF CHECKED SUBSTANCE (MDMA)",,
News Desk,91,18/8/2000,18/8/2000 0:00,"ABILA, Kronos",TISKELE THE EXPLOSION AND THE FIRE OF THE BEND,"A spark in GAStech which becomes well at the place of bending Tiskele put underground methane gas to hundreds foot, a causing fire ball and the fire which burned for an approximately hour are the findings of double GAStech - government research of the explosion and the further fire Sunday morning. Employees celebrate GAStech members to wounds including less important burns and broken bones. In contrast to previous reports there were no deaths and nothing which misses as a result of the incident. No local residents were wounded also and although some residents of Elodis of their houses became evacuated the research indicates that the clearance was unnecessary. Whereas the official cause of the explosion is being investigated still, the problem can be come from a shortage in the source himself. The sources of GAStech have been rung with collars which pin placed have which go through them. One of the pins can from the collar have blown, the releasing gas that when in contact with a spark came.",,
News Online Today,103,19/1/1993,19/1/1993 0:00,"ABILA, Kronos",Government Announces Tax Incentives For Foreign Investment,Today the Parliament voted 86 to 14 in favor of President Araullo's package of tax incentives designed to lure foreign investment to our fair country.,,
News Online Today,108,12-Nov-12,12/11/2012 0:00,"ABILA, Kronos",POK DEMONSTRATIONS ON THE INCREASE,"An increase in the frequency of demonstrations by the Protectors of Kronos have given rise to concerns from the Government of Kronos. Three recent demonstrations, in as many weeks, have drawn crowds of thousands in front of the capitol building.",,
News Online Today,117,15/11/1999,15/11/1999 0:00,,Charity Funds Exhausted,"We soon ran out of medicines and funds to support our aid teams and had to return home.""  While the global press reported over 2500 people were killed and 100,000 buildings were destroyed, local press reported people felt they were being properly cared for and declined relief aid. The Global Emergency Disaster Organization report their members are doing all they can to get aid through to earthquake victims, but they need a huge injections of funds to do so. Jim Cordon, from the disaster relief charity FoodSupport told the times ""I think that the lack of funds are responsible for an increase of attacks on food convoys, consequently deterring a lot of aid agencies from getting in there.""",,
News Online Today,12,19/3/2007,19/3/2007 0:00,,Four people have died in a fiery road crash near Elodis,"A nine-year old boy initially survived the crash and had been flown to Abila Children's Hospital, but was declared dead on arrival. Police say they have a 25 year old truck driver in custody at the Elodis jail.",,
News Online Today,120,8/7/1996,8/7/1996 0:00,"CENTRUM, Tethys",GASTECH SHIFTS FOCUS TO KRONOS,GAStech International has shifted its focus from Tethys to the small Mediterranean island of Kronos and the vast gas deposits beneath the ground.,,
News Online Today,124,8/2/2013,8/2/2013 0:00,,Abila Hospitals Seeing Influx of Designer Drug Users,"The Emergency Department at Abila General Hospital in Kronos has been swamped in the last month by people suffering medical complications from designer drugs such as ""cotton candy"" and synthetic marijuana, a hospital official said. Citywide, several deaths have been attributed to ""Cotton Candy"" according to the Kronos National Poison Center. Designer drugs are chemical compounds synthesized to resemble the active ingredient in often illegal drugs. Cotton candy mimics the drug khat, a stimulant. Manufacturers frequently change the designer drug's chemical composition and its name to stay one step ahead of authorities, Biance said. The term cotton candy, for example, is a nickname of the drug and has nothing to do with the carnival treat. The Kronos government has placed three of the chemicals commonly used in the creation of cotton candy on its controlled substance list, criminalizing their use and possession. Still, the government cannot outright ban cotton candy because manufacturers can alter the recipe and skirt the law, Bianca said. She said a gram of cotton candy costs about K18 while a gram of cocaine costs K166. The crash's ill-effects often prompt people to binge on cotton candy to the point where they consume the drug for days. The Asterian People's Army has traditionally been involved with drug trafficking throughout the region, and enforcement agencies are closely examining possible cooperation between drug trafficking organizations and political insurgent groups.",,
News Online Today,14,21/6/2009,21/6/2009 0:00,"ABILA, Kronos",Protest Turns Violent in Abila,"A rally of hundreds of protestors allied with the ""Protectors of Kronos"" movement turned to violence today as angry activists vented their displeasure on the innocent citizens of Abila after hearing the news of POK leader Elian Karel's death. The POK assembly began peacefully enough with the usual chanted slogans and waving of protest signs, but then one young rabble-rouser grabbed a bullhorn and began inciting the crowd to violence.",,
News Online Today,155,22/6/2009,22/6/2009 0:00,,Profile:  Elian Karel,"<<deleted image of Elian Karel speaking at a rally in Abila>> Voice of protest for some, popularist demagogue for others, Protectors of Kronos leader Elian Karel became a martyr and a rallying point for some; Resurrecting the embers of the Juliana Vann campaign, the 10 year old girl who died from illnesses attributed to the government-favored GASTech corporation's industrial waste streams in 1998, Karel was arrested and thrown in jail following a POK-initiated human roadblock in front of GAStech headquarters in May. Karel died Wednesday while serving time in jail.",,
News Online Today,16,16/5/1998,16/5/1998 0:00,"ELODIS, Kronos",ELODIS PUBLIC HEALTH FACT SHEET,"At the request of the citizens of Elodis, Wellness for All has published a report on the impact of gas drilling operations on water quality and public health.",,
News Online Today,179,6/4/2005,6/4/2005 0:00,"ABILA, Kronos",Protestors Block Traffic to Tiskele Bend Fields,"More than a dozen POK protesters were handcuffed and taken into custody by police Tuesday for blocking access to the Tiskele Bend fields. The protesters arrived at the entrance to the Tiskele Bend site about 5:30 a.m. and locked arms across the road for about three hours, despite being asked to leave by police.",,
News Online Today,184,22/8/2012,22/8/2012 0:00,"ABILA, Kronos",WHO ARE THE PROTESTERS,"With the third anniversary of Elian Karel's death approaching - former member of the Protectors of Kronos - the question is: who are the protesters? The POK was initiated to bring attention to the clean water issues surrounding Elodis to the Government of Kronos and the world. The POK asserts he was arrested on trumped up charges while the Government of Kronos contends he was a radical and violent activist engaged in tax evasion. The POK has evolved from peaceful protests and demonstrations demanding government action to more violent activities including riots as they claim that the government has done little to nothing in addressing the contamination, poisonings, and deaths suffered by their people.",,
News Online Today,186,15/10/1997,15/10/1997 0:00,"ABILA, Kronos",GOVERNMENT CITES 'MINOR' CONTAMINATION NEAR ELODIS,"After continued complaints and appeals from the people of Elodis government officials acknowledge minor contamination in and around the rural township in a report on their investigation into the townspeople's health issues. However, the government report stops short of blaming GAStech International and its Tiskele Bend site 20 km upstream as the people of Elodis assert.",,
News Online Today,188,1/6/2000,1/6/2000 0:00,"ELODIS, Kronos",ELODIS PUBLIC HEALTH FACT SHEET - UPDATE,"The environmental consequences of Hyper Acidic Substrate Removal (HASR), a controversial drilling technique have taken a huge toll on the health of Elodis residents.",,
